AGREGAÇÃO,LOCALIDADE,RECONHECIMENTO,GESTOR,TIPO,FONTE,EIXO,SUBEIXO,FINALIDADE,PAGO/CONCEDIDO,PAGO_CONCEDIDO_NUM,GESTOR_NOME,GESTOR_SIGLA_NOME
Municipal,REDENTORA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,1057942.51,1057942.51,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,REDENTORA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,170633.0,170633.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,REDENTORA,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,36247.29,36247.29,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RELVADO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,1224.0,1224.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RELVADO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,31088.0,31088.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RELVADO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do BPC,16944.0,16944.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RELVADO,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,2868.0,2868.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RELVADO,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,15200.0,15200.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RELVADO,Estado de Calamidade Pública,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,53452.0,53452.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RELVADO,Estado de Calamidade Pública,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,445057.61142857146,445057.61142857146,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RELVADO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,4706709.0,4706709.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RELVADO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,3968900.0,3968900.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RELVADO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),2667868.0,2667868.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RELVADO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Municípios,Aval de operações de crédito a municípios,10000000.0,10000000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RELVADO,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,3067868.0,3067868.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RELVADO,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Fundo de Participação dos Municípios,Fundo de Participação dos Municípios (FPM),1163250.91,1163250.91,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RELVADO,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,1147500.0,1147500.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,RELVADO,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",6217214.84,6217214.84,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,RELVADO,Estado de Calamidade Pública,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,1546325.9400000009,1546325.9400000009,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,RELVADO,Estado de Calamidade Pública,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,248.19,248.19,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RELVADO,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,Atenção Primária - custeio de serviços: aumento demanda,860397.07,860397.07,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RELVADO,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",47077.0,47077.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RELVADO,Estado de Calamidade Pública,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,420075.91,420075.91,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RELVADO,Estado de Calamidade Pública,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,47305.0,47305.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RELVADO,Estado de Calamidade Pública,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,17520.82,17520.82,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,38250.0,38250.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,721260.0,721260.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do BPC,581744.0,581744.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,10100.0,10100.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MDS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Assistência Social,"Segurança alimentar e assistência social: PAA, cestas, abrigos e parcela extra SUAS",120000.0,120000.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,19358.6,19358.6,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,68400.0,68400.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,653401.0,653401.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,2150060.0826478964,2150060.0826478964,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,40139564.2,40139564.2,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,6089122.640000001,6089122.640000001,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),3631550.87,3631550.87,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,25857761.92,25857761.92,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Fundo de Participação dos Municípios,Fundo de Participação dos Municípios (FPM),1938751.53,1938751.53,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,1723800.0,1723800.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",482297.6,482297.6,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,6733216.559999997,6733216.559999997,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,25761.26,25761.26,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,Atenção especializada - custeio de serviços: Aumento demanda,65231.94,65231.94,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,Atenção Primária - custeio de serviços: aumento demanda,1155669.57,1155669.57,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",322852.0,322852.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,3312510.74,3312510.74,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,829096.0,829096.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RESTINGA SÊCA,Estado de Calamidade Pública,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,294040.43,294040.43,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,6018.0,6018.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,201633.0,201633.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,6850.0,6850.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,2362.0,2362.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,109836.0,109836.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,4064800.0,4064800.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,2136.16,2136.16,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,193471.16,193471.16,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RIO DOS ÍNDIOS,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,44718.0,44718.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,18258.0,18258.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO GRANDE,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,8060543.0,8060543.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO GRANDE,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do BPC,8292676.0,8292676.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO GRANDE,Estado de Calamidade Pública,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,218883.0,218883.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO GRANDE,Estado de Calamidade Pública,MDS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Assistência Social,"Segurança alimentar e assistência social: PAA, cestas, abrigos e parcela extra SUAS",602190.83,602190.83,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO GRANDE,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,41268.0,41268.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,319200.0,319200.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MEC/MCTI,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação de Bolsas de Pós-Graduação,3415468.0,3415468.0,"Ministério da Educação / Ministério da Ciência, Tecnologia e Inovação","MEC/MCTI (Ministério da Educação / Ministério da Ciência, Tecnologia e Inovação)"
Municipal,RIO GRANDE,Estado de Calamidade Pública,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,23487963.0,23487963.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,6347235.218016831,6347235.218016831,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,10973741.39,10973741.39,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,39221848.480000004,39221848.480000004,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),60183508.129999995,60183508.129999995,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,434770695.5,434770695.5,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Fundo de Participação dos Municípios,Fundo de Participação dos Municípios (FPM),10017285.41,10017285.41,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,103744200.0,103744200.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",9033201.29,9033201.29,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,388759.22,388759.22,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,Atenção Primária - custeio de serviços: aumento demanda,3739704.13,3739704.13,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",3189811.0,3189811.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,72250595.86,72250595.86,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RIO GRANDE,Estado de Calamidade Pública,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,9873551.0,9873551.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RIO PARDO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,13566.0,13566.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO PARDO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,2468751.0,2468751.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO PARDO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do BPC,1476952.0,1476952.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO PARDO,Estado de Calamidade Pública,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,103380.0,103380.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO PARDO,Estado de Calamidade Pública,MDS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Assistência Social,"Segurança alimentar e assistência social: PAA, cestas, abrigos e parcela extra SUAS",448074.5,448074.5,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,RIO PARDO,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,40560.0,40560.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RIO PARDO,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,190000.0,190000.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,RIO PARDO,Estado de Calamidade Pública,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,2087682.0,2087682.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO PARDO,Estado de Calamidade Pública,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,4740725.2972134035,4740725.2972134035,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO PARDO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,43317889.1,43317889.1,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO PARDO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,7860158.430000001,7860158.430000001,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO PARDO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),10343273.47,10343273.47,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO PARDO,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,76576560.86,76576560.86,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO PARDO,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Fundo de Participação dos Municípios,Fundo de Participação dos Municípios (FPM),3443657.84,3443657.84,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,RIO PARDO,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,8802600.0,8802600.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,RIO PARDO,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",4042373.2,4042373.2,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,RIO PARDO,Estado de Calamidade Pública,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,15451704.640000015,15451704.640000015,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,RIO PARDO,Estado de Calamidade Pública,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,21838.64,21838.64,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RIO PARDO,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,Atenção Primária - custeio de serviços: aumento demanda,534450.15,534450.15,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RIO PARDO,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",358438.0,358438.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,RIO PARDO,Estado de Calamidade Pública,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,10503890.28,10503890.28,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RIO PARDO,Estado de Calamidade Pública,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,1664644.0,1664644.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,RIO PARDO,Estado de Calamidade Pública,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,731710.9,731710.9,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
